"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU20519","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2058","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2069","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU208","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU210","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2128","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU214","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU21801","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2184","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU219","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2193","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU22177","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU22304","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU22496","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2257","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2258","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2332","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU23576","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2367","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU23779","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2396","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU23975","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU24009","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2456","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU24561","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU25024","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU25244","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU25438","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU256","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU25680","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU26076","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU261","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2628","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU265","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2658","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU27000","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU27183","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU27242","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2732","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU27482","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2762","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU27721","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU27913","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU282","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU28273","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU2844","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU28656","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU289","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU28931","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU28960","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU29056","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU30094","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU30196","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3039","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU304","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3053","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU30730","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3084","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3090","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU30972","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3101","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU31050","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU31122","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU312","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU31284","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU31623","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3170","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU31710","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3201","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3224","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU32461","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3280","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3288","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3292","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU330","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU33301","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU33397","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3354","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3362","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3369","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU33728","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3396","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU342","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU34208","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU35598","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU35694","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU35816","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU37055","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU37141","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU37191","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU37345","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU377","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU38263","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU384","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3870","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3932","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU3940","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU39455","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU39797","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU39906","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU40705","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU4087","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU41333","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU41539","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU4171","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU41976","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU42115","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU42261","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU435","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU43672","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU44133","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU4428","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU44333","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU4469","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU4528","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU4555","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU4608","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU4636","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU464","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU465","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU4758","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU49","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU495","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU501","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU502","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU505","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU515","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU527","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU5367","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU543","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU544","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU5537","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU566","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU570","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU575","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU5952","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU6019","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU6092","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU620","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU6219","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU630","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU650","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU665","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU669","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU6718","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU6920","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU693","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU6935","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU694","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU696","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU709","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU722","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU7264","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU732","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU734","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU757","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU767","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU7750","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU782","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU798","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU815","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU820","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU825","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU826","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU827","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU87","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU872","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU8757","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU876","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU878","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU8829","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU89","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU891","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU8954","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU9003","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU914","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU9346","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU946","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU957","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU961","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU98","k__Bacteria","p__Acidobacteria","c__Subgroup_6","o__","f__","g__","s__"
"OTU1","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Pantoea","s__"
"OTU10101","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__"
"OTU18","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__"
"OTU250","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_sp"
"OTU4","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__"
"OTU415","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__"
"OTU42976","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__"
"OTU6410","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__"
"OTU7","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__"
"OTU811","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__"
"OTU1002","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1071","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU11403","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1145","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1156","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1172","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1173","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1197","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1277","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU12875","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1323","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1358","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1359","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1372","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1383","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1393","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1412","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1436","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU14395","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1459","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU14638","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1471","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1495","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU152","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1572","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU17206","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU1994","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU216","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU22483","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU235","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU246","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU27636","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU30192","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU309","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU3100","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU313","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU327","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU34298","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU35","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU351","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU3555","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU379","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU3794","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU380","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU3910","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU399","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU402","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU409","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU419","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU42159","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU429","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU4378","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU463","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU512","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU5224","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU576","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU5860","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU610","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU647","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU671","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU740","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
"OTU752","k__Bacteria","p__Gemmatimonadetes","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__","s__"
