,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU166,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Cavicella,s__
OTU16601,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__
OTU1663,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__
OTU167,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__
OTU16740,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__
OTU1678,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__,s__
OTU168,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1683,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1684,k__Bacteria,p__Chloroflexi,c__P2-11E,o__,f__,g__,s__
OTU1685,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__HIMB11,s__
OTU169,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodovibrionales,f__Kiloniellaceae,g__Pelagibius,s__
OTU1690,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__,s__
OTU16903,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aquamicrobium,s__
OTU1696,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__TRA3-20,g__,s__
OTU17,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Variovorax,s__
OTU170,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__,s__
OTU1701,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Nannocystaceae,g__Nannocystis,s__Nannocystis_sp
OTU1702,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__PAUC26f,s__
OTU1703,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__
OTU1704,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__,s__
OTU17081,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1709,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__,s__
OTU171,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Noviherbaspirillum,s__
OTU1712,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Nannocystaceae,g__,s__
OTU1713,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__
OTU1715,k__Bacteria,p__,c__,o__,f__,g__,s__
OTU17154,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__
OTU1717,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__
OTU1718,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__
OTU172,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__,s__
OTU1720,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Iamiaceae,g__Iamia,s__
OTU17206,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU1723,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae,g__Geodermatophilus,s__
OTU1724,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Tahibacter,s__
OTU17264,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU17269,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Iamiaceae,g__Iamia,s__
OTU17274,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__,s__
OTU17298,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
OTU173,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__
OTU1731,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__,s__
OTU1733,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
OTU1734,k__Bacteria,p__Gemmatimonadetes,c__Longimicrobia,o__Longimicrobiales,f__Longimicrobiaceae,g__,s__
OTU1736,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__
OTU174,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__anaerobic_bacterium_MO-CFX2,g__,s__
OTU17409,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__,g__,s__
OTU1743,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__IMCC26256,f__,g__,s__
OTU17443,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__
OTU17462,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__
OTU17465,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__
OTU17490,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__,g__,s__
OTU17492,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__
OTU175,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__
OTU1751,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__,s__
OTU17511,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1752,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__,s__
OTU1754,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Limnobacter,s__
OTU1757,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
OTU1759,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PLTA13,f__,g__,s__
OTU176,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__,g__,s__
OTU1763,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__P3OB-42,g__,s__
OTU1764,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__,s__
OTU1765,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Terrimonas,s__
OTU1768,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Subgroup_2,f__,g__,s__
OTU177,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__
OTU1770,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Pseudohongiellaceae,g__BIyi10,s__
OTU1773,k__Bacteria,p__Gemmatimonadetes,c__BD2-11_terrestrial_group,o__,f__,g__,s__
OTU1776,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41,g__,s__
OTU1778,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41,g__,s__
OTU178,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1781,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Ardenticatenales,f__,g__,s__
OTU1782,k__Bacteria,p__Acidobacteria,c__Subgroup_22,o__,f__,g__,s__
OTU17881,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Planococcus,s__
OTU179,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1790,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Ardenticatenales,f__,g__,s__
OTU17908,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Planomicrobium,s__
OTU1791,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__
OTU1792,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__
OTU17930,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__
OTU1796,k__Bacteria,p__Chloroflexi,c__P2-11E,o__,f__,g__,s__
OTU17993,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Rhizobacter,s__
OTU18,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__
OTU180,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,s__
OTU1802,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Solitalea,s__Solitalea_canadensis
OTU1805,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__
OTU1808,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__
OTU181,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__
OTU1810,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__
OTU18131,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__
OTU18197,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Cavicella,s__
OTU182,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Romboutsia,s__
OTU1820,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__,s__
OTU1822,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__
OTU1823,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__
OTU183,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__
OTU1830,k__Bacteria,p__,c__,o__,f__,g__,s__
OTU18317,k__Bacteria,p__Chloroflexi,c__OLB14,o__,f__,g__,s__
OTU1832,k__Bacteria,p__Armatimonadetes,c__,o__,f__,g__,s__
OTU1837,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__PAUC26f,s__
OTU1838,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Luedemannella,s__
OTU1839,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__
OTU184,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__,s__
OTU1847,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU185,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Tepidisphaerales,f__,g__,s__
OTU1850,k__Bacteria,p__Acidobacteria,c__Subgroup_5,o__,f__,g__,s__
OTU1853,k__Bacteria,p__Gemmatimonadetes,c__BD2-11_terrestrial_group,o__,f__,g__,s__
OTU1854,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Lacunisphaera,s__
OTU1858,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__Acidobacterium_sp
OTU18580,k__Bacteria,p__Acidobacteria,c__Subgroup_25,o__,f__,g__,s__
OTU18584,k__Bacteria,p__Chloroflexi,c__TK10,o__,f__,g__,s__
OTU1859,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Archangiaceae,g__,s__
OTU186,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Amoebophilaceae,g__Candidatus_Cardinium,s__
OTU1861,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__
OTU1862,k__Bacteria,p__Chloroflexi,c__TK10,o__,f__,g__,s__
OTU1864,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__,g__,s__
OTU1865,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__mle1-7,s__
OTU1867,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__,g__,s__
OTU18692,k__Bacteria,p__Chloroflexi,c__Gitt-GS-136,o__,f__,g__,s__
OTU187,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium,s__
OTU1870,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__
OTU1872,k__Bacteria,p__Chloroflexi,c__TK10,o__,f__,g__,s__
OTU1874,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__
OTU1876,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__
OTU188,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Aeromicrobium,s__
OTU1880,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,s__
OTU1883,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__,s__
OTU18835,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__
OTU18850,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
OTU1887,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__
OTU1889,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__,s__
OTU189,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,s__
OTU19,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__
OTU190,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dubosiella,s__
OTU1900,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatirosa,s__
OTU1903,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__,s__
OTU19038,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,s__
OTU1904,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,s__
OTU1908,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
OTU1909,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultivated_soil_bacterium_clone_C028,f__,g__,s__
OTU19096,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU191,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__
OTU1911,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__IMCC26256,f__,g__,s__
OTU19120,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__,s__
OTU1913,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides_sp
OTU19132,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__
OTU1917,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__
OTU192,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Hirschia,s__
OTU1922,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__,s__
OTU1927,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__,s__
OTU193,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__Acidobacteria_bacterium_WX184
OTU1934,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__,g__,s__
OTU19349,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__
OTU1935,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
OTU1938,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__,s__
OTU194,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,s__
OTU1944,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__
OTU195,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Salinisphaerales,f__Solimonadaceae,g__Polycyclovorans,s__
OTU1950,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__,s__
OTU1951,k__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__,f__,g__,s__
OTU19520,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1955,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1956,k__Bacteria,p__Chloroflexi,c__Gitt-GS-136,o__,f__,g__,s__
OTU19565,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__,g__,s__
OTU196,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1965,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__,s__
OTU1969,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__,s__
OTU197,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__
OTU19717,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1972,k__Bacteria,p__Acidobacteria,c__Subgroup_25,o__,f__,g__,s__
OTU19795,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__,s__
OTU198,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__,g__,s__
OTU19800,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niastella,s__
OTU1981,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__,g__,s__
OTU1987,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__
OTU1988,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__
OTU1989,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41,g__,s__
OTU199,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__
OTU1990,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__,s__
OTU19903,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__
OTU1991,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU1993,k__Bacteria,p__Chloroflexi,c__OLB14,o__,f__,g__,s__
OTU1994,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU1997,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__,s__
OTU19971,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU19974,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__
OTU20,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__
OTU200,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__,s__
OTU20001,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Leptothrix,s__
OTU20038,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__
OTU2008,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__
OTU201,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU20109,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__,g__,s__
OTU2016,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__,g__,s__
OTU20177,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__
OTU2019,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__
OTU202,k__Bacteria,p__Gemmatimonadetes,c__AKAU4049,o__,f__,g__,s__
OTU20203,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__
OTU2021,k__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__,s__
OTU2026,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU203,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Pseudoflavitalea,s__
OTU204,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__
OTU2041,k__Bacteria,p__Planctomycetes,c__OM190,o__,f__,g__,s__
OTU2045,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__,s__
OTU20488,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__
OTU205,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__,s__
OTU20519,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU2058,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU20582,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
OTU2059,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Marmoricola,s__
OTU206,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__
OTU20669,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__,s__
OTU2069,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU207,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__
OTU2071,k__Bacteria,p__Planctomycetes,c__OM190,o__,f__,g__,s__
OTU2075,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__R7C24,f__,g__,s__
OTU2077,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
OTU2078,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__mle1-27,g__Myxococcales_bacterium_Gsoil_473,s__
OTU208,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU2082,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Tepidisphaerales,f__,g__,s__
OTU20883,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__
OTU209,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__,s__
OTU21,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,s__Porphyrobacter_sp
OTU210,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU211,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__,s__
OTU2111,k__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,s__
OTU2112,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Hirschia,s__
OTU2115,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__
OTU2116,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__
